(邱家兄弟)白蝦|258|seafood|021-1.jpg,021-2.jpg|邱家兄弟|300克±10%/包|25|低密度生態共生混養的養殖方式，全程無化學藥物、無抗生素、無生長激素，孕育出安全無毒的白蝦。通過農委會漁業署雙認證－－優良養殖場認證及產銷履歷 認證。料理白蝦前自冷凍庫取出，以水龍頭流水沖洗2~3分鐘後退冰，蝦子洗淨瀝乾水分後即可料理。白蝦料理方法很多，想吃出白蝦的自然鮮甜，將白蝦水煮取出後馬上過冰水，白蝦肉質緊實又鮮美。|生態養殖|急速冷凍真空包裝
鮮凍去殼牡蠣(石蚵)|250|seafood|022-1.jpg,022-2.jpg|開心水產|250克±10%/包|25|來自文蛤生態養殖池的牡蠣，是長在池邊的石壁上，並與多種魚種蝦類混養以達到生態循環的效果。石壁牡蠣軟嫩飽滿、鮮味濃郁，比一般吊掛養殖的牡蠣更Q、更有咬勁。|生態養殖|冷凍保存
冠軍(大)文蛤|200|seafood|023-1.jpg,023-2.jpg|台西聚鮮|300克±10%/包|25|使用益生菌調整水質，維持良好生長空間，並同時混養多種魚種與蝦類，營造一個自然生態循環。文蛤以獨創的仿生態吐沙法，買回去後不用再吐沙，簡單沖洗即可烹煮。煮湯、熱炒、醃漬，或烤或蒸都很適合。|產銷履歷|放在冷藏冰箱最高層，盡速食用完畢
七星鱸魚切塊|178|seafood|024-1.jpg,024-2.jpg|福爾摩沙養殖場|300克±10%|25|經三去（去掉魚鰓、魚鱗、魚內臟）後新鮮低溫急凍。七星鱸魚切塊一包適合3-4人小家庭一餐吃完，料理方式香煎、紅燒、煮湯皆可。|生態養殖|冷凍-18℃以下保存。
透抽|208|seafood|025-1.jpg,025-2.jpg|台西聚鮮|200克±10%/1尾|25|中文正式名稱為「劍尖槍烏賊」或「真鎖管」，俗名「中卷」。體型細長，軀幹尾端收尖，肉質鮮美，口感嫩Q有嚼勁。肉身的厚度適中，料理前要切花、切圈或切段都很方便。適合各式熱炒、汆燙涼拌、醬燒鹽烤。|野生現流|冷凍-18℃以下保存
放牧土雞蛋|86|egg|026-1.jpg,026-2.jpg|綠生活牧場|360克±10%|25|天然木材建造的巢窩，溫室開放式錏管的雞舍，建構優質環境，並以人道飼養的方式，讓雞隻可以在園裡自由活動進食。\n為使雞隻健康，飼料中添加了乳酸菌、納豆菌、鳳梨酵素、益生菌、活性碳、木醋液、綠藻、藍藻、牧草、蒜頭、辣椒、洋蔥……等食品，並堅持不使用抗生素、赫爾蒙等藥物，雞隻免疫力強，不易生病，活動力好，所產之雞蛋品質更優良。|自然放牧|蛋尖朝下置於冷藏或常溫乾燥涼爽處，可保存約三週
鹽滷豆腐(黃豆)|70|egg|027-1.jpg,027-2.jpg|禾乃川國產豆製所|280克±10%/盒|25|使用全熟優質豆漿，不添加熟石灰、石膏或化學添加物，以古法天然鹽鹵凝結方式手工壓製而成。採用急速降溫4℃保鮮，安全衛生。豆腐含有蛋白質、異黃酮和鈣質等，營養價值高，可以煎炸，涼拌、紅燒，可鮮食。|非基改製品|4度C冷藏，並盡速食用完畢
生豆包|85|egg|028-1.jpg,028-2.jpg|名豐豆腐|300克±10%/包|25|採用非基改黃豆，不添加防腐劑，無漂白。適合料理：煮湯、糖醋、紅燒、火鍋料、炒青菜。|非基改製品|冷凍保存，料理前放在冷藏室解凍
鮮乳坊豐樂鮮乳|140|egg|029-1.jpg,029-2.jpg|鮮乳坊|936ML/瓶|25|彰化福興豐樂牧場的鮮乳，全程單一乳車運送，單一乳槽儲存，不調整、不添加、不混乳。|單一乳源國產鮮乳|需冷藏7℃以下，離開冰箱請勿超過半小時
台灣紅藜細麵|120|rice|030-1.jpg|信豐|240g/包|25|紅藜膳食纖維含量高，信豐農場將紅藜營養融入麵條，健康「古溜」下肚！|非基改製品|常溫保存。
池農台灣好米|700|rice|031-1.jpg|信豐|2.5kg(2包)|25|此米品種為台梗二號，米粒大，品質透徹，煮飯後飯粒具有黏彈性，口感甚佳，此種米得過第一屆全國「金米獎」|非基改製品|常溫保存。
台灣黑豆清醬油|160|egg|032-1.jpg|頭份農會|420ml|25|遵循手工傳統工法，經120天曝曬而成，製作出的醬油，道地、濃醇、美味。|非基改製品|常溫保存。
台灣產黃豆奶|312|egg|033-1.jpg|頭份農會|420ml|25|遵循手工傳統工法，經120天曝曬而成，製作出的醬油，道地、濃醇、美味。|非基改製品|常溫保存。
牛肉片|220|brute|034-1.jpg|芸彰牧場|200g/包|25|取自牛隻的後腿近臀部的一塊肌肉。台灣在地用心飼養的肉牛，在24個月飼養過程中，堅持不使用瘦肉精、抗生素、生長激素，以在地農產為天然飼料，酒糟、牧草、玉米葉、新鮮紅蘿蔔。肉質口感緊實Q彈，最能領略到牛肉鮮美的原味|產銷履歷|冷凍-18℃。
挪威薄鹽鯖魚片|99|seafood|035-1.jpg|北大西洋海域|每片約140-180g|25|商品本身含有薄鹽，退冰後簡單沖水，就可以煎烤來吃，輕鬆煮食，價格親民！鯖魚肉質較一般魚種纖細、柔嫩，以薄鹽醃製，每一口都可以品嘗到大海鮮甜的風味，油嫩多汁，魚刺量少肉多，風味迷人|真空包裝|冷凍。
杏鮑菇|39|vegetable|036-1.jpg|東林農場|約180克|25|杏鮑菇富含多種蛋白質、氨基酸、礦物質及維生素，營養價值高，尤其含有多量的穀胺酸和寡糖，營養又健康，是一種最天然健康食品。|有機農產品|冷藏。
雞胸肉|490|poultry|037-1.jpg,037-2.jpg|標裕牧場|2kg/包|25|新鮮國產雞肉、肉質軟嫩脂肪少，高蛋白水煮餐、輕食沙拉適合多種簡易料理！|HACCP|冷凍-18℃
黑豬里肌肉|240|brute|038-1.jpg,038-2.jpg|祥興牧場|300g±5%/包|25|嚴選里肌部位製成，100% 無色素、無抗生素、無瘦肉精、無防腐劑|環保無污染畜牧|冷凍-18℃以下
板豆腐|35|egg|039-1.jpg|禾乃川國產豆製所|450公克±10%|25|適合煎、煮、滷、炸、 家常麻婆、 火鍋 、 煮湯|非基改製品|冷藏7℃以下
彩椒|120|vegetable|040-1.jpg|東林農場|450公克±10%|25|含有β胡蘿蔔素、維生素A、維生素B群、維生素C、維生素K、鉀、磷、鐵等營養素。甜椒比綠色的青椒肉質更厚，水分多，質地脆且口感更甜，適合生吃，一天吃兩個甜椒，就可以滿足人體一天所需的維生素C。|有機農產品|冷藏
地瓜|65|vegetable|041-1.jpg,041-2.jpg|東林農場|600克±10%/包|25|紅皮紅肉，與金山紅心薯同品種，口感軟綿，水份多，甜度高，富含維生素A、胡蘿蔔素，適合煮稀飯、番薯飯、地瓜湯。|無毒|常溫陰涼通風處
鮪魚腹排|229|seafood|042-1.jpg,042-2.jpg|北大西洋海域|200g±10%/包|25|取自黃鰭大目鮪魚腹肉，這部位油花均勻細緻，肉質鮮嫩可口，簡單乾煎就是人間美味，油滋滋的香氣迷死人。拿來紅燒或味噌湯也是非常好吃，讓你的料理滿滿海味。|無防腐劑|冷凍
斜管麵|196|rice|043-1.jpg|義大利進口|500g/包|25|De Cecco 在自有磨坊中研磨杜蘭小麥，和緩磨製以避免破壞珍貴的麩質，保存最佳的純麥風味及芳香。以純淨山泉水將麵糰混和，緩慢揉製，確保麵糰麩質達到最好的延展性。|無防腐劑|至於乾燥陰涼處
